rank,votesCount,commentsCount,launch_hour,weekday,month,is_featured,description_length,tagline_length,topic_count,maker_count,maker_total_followers,hunter_followers_count,media_count,has_video,self_launched,primary_topic
5,128.0,8.0,20,0,5,True,323,60,3,2,636,972.0,7,False,False,Open Source
168,111.0,44.0,14,5,6,False,380,60,3,1,0,0.0,4,True,False,Developer Tools
1,36.0,10.0,17,3,5,True,262,52,3,1,24,119490.0,7,True,False,API
4,158.0,8.0,7,5,6,True,98,25,3,1,264,0.0,5,False,False,Open Source
10,46.0,52.0,7,4,5,True,402,52,3,2,1326,0.0,4,True,False,Mac
1,129.0,18.0,11,6,7,True,500,48,8,2,223,3109.0,3,True,False,Marketing
9,22.0,0.0,11,3,5,True,493,56,2,1,67,0.0,4,False,False,Hardware
9,84.0,12.0,7,2,6,True,219,60,3,1,400,671.0,5,False,False,Design Tools
6,53.0,0.0,7,2,5,False,331,52,3,4,55,2092.0,3,False,False,Couples
18,472.0,0.0,13,1,5,True,429,60,2,4,0,1395.0,7,False,False,Web App
18,0.0,0.0,12,5,6,True,359,27,9,1,36,2499.0,5,False,False,Browser Extensions
72,57.0,29.0,2,3,6,True,290,57,1,1,373,0.0,8,True,False,Open Source
8,32.0,104.0,2,4,5,True,157,60,1,3,2425,3719.0,9,True,False,Developer Tools
11,36.0,0.0,7,1,5,True,113,58,2,1,0,770.0,19,False,False,Sales
2,148.0,0.0,14,6,6,False,271,58,1,0,0,5533.0,6,True,False,Software Engineering
1,12.0,4.0,23,3,5,True,162,53,4,6,235,94681.0,7,True,False,API
10,26.0,6.0,7,5,5,False,499,60,4,1,0,0.0,3,True,False,Messaging
4,96.0,14.0,7,1,6,True,491,53,2,1,384,21970.0,4,False,False,Analytics
1,27.0,25.0,7,0,6,True,275,45,3,2,0,1383.0,7,True,False,Startup Books
5,429.0,8.0,9,0,6,False,63,21,2,1,0,5371.0,3,True,False,Design Tools
55,64.0,0.0,9,3,5,True,440,60,3,8,44,3349.0,3,False,False,API
7,467.0,25.0,1,2,6,True,251,33,3,2,386,605.0,5,True,False,Chrome Extensions
1,45.0,50.0,12,1,5,False,500,52,3,0,410,82.0,0,False,False,Productivity
1,59.0,11.0,8,3,5,False,500,35,1,1,228,0.0,6,False,False,iOS
106,123.0,8.0,6,2,5,True,467,60,3,1,0,91459.0,4,False,False,Email
9,115.0,73.0,7,0,5,True,500,60,3,3,412,170171.0,8,False,False,API
12,283.0,20.0,7,5,9,True,212,49,3,2,0,123334.0,4,True,False,Productivity
1,113.0,37.0,7,0,5,True,426,55,3,4,585,41715.0,10,False,False,Marketing
8,153.0,0.0,7,4,5,True,128,59,1,0,325,2190.0,9,True,False,API
32,137.0,10.0,2,4,5,True,274,52,1,1,0,1014.0,7,True,False,Software Engineering
6,148.0,100.0,9,2,5,True,344,60,3,5,326,1023.0,8,False,False,Productivity
14,166.0,7.0,23,1,6,False,500,25,2,1,218,1404.0,7,True,False,SaaS
4,138.0,10.0,8,1,5,False,124,47,4,1,25,469.0,7,False,False,Mac
6,261.0,39.0,0,4,5,True,318,48,3,1,0,0.0,4,True,False,Open Source
3,140.0,18.0,13,6,5,False,393,20,1,2,191,28203.0,7,False,False,Health & Fitness
7,77.0,12.0,6,4,1,False,363,53,2,1,0,590.0,3,True,False,Design Tools
3,322.0,0.0,7,5,2,True,406,59,3,1,331,0.0,9,False,False,Slack
1,169.0,0.0,15,1,5,True,127,60,3,4,162,0.0,6,True,False,Mac
12,127.0,22.0,6,1,5,False,144,55,2,1,0,0.0,0,False,False,Productivity
1,148.0,20.0,0,0,6,False,338,36,1,3,0,2733.0,3,False,False,Software Engineering
1,245.0,3.0,7,2,6,True,500,59,3,5,661,2635.0,5,True,False,Android
4,82.0,5.0,7,4,6,True,359,56,3,1,514,483.0,10,False,False,API
17,32.0,18.0,7,4,5,True,179,47,3,1,3729,4555.0,2,False,False,Productivity
4,0.0,27.0,6,6,5,False,147,48,3,1,0,5329.0,3,True,False,Sales
10,8.0,1.0,7,0,5,True,104,60,3,1,504,0.0,7,False,False,Fintech
10,0.0,19.0,6,5,6,True,403,43,3,3,13,18248.0,3,False,False,Mac
3,0.0,4.0,7,1,5,True,324,38,3,0,0,110608.0,0,False,False,Marketing
1,33.0,0.0,6,0,5,True,435,36,3,0,8,109140.0,6,False,False,API
12,34.0,16.0,11,1,6,True,476,54,3,1,400,94228.0,6,False,False,Productivity
15,0.0,36.0,7,3,5,False,500,53,2,2,580,3622.0,7,False,False,Fashion
37,204.0,142.0,13,5,7,True,201,49,3,0,0,1772.0,6,False,False,No-Code
1,82.0,92.0,7,5,6,True,500,60,3,4,0,0.0,7,False,False,Mac
1,1004.0,0.0,18,1,5,True,245,60,8,4,288,1517.0,9,False,False,API
12,111.0,0.0,6,5,5,False,274,59,4,1,402,1490.0,4,False,False,Design Tools
14,105.0,0.0,7,1,6,True,335,60,2,1,265,5193.0,9,True,False,Mac
1,0.0,44.0,6,3,6,False,393,21,3,1,0,0.0,3,False,False,iOS
1,111.0,31.0,13,3,6,True,252,44,3,6,502,789.0,5,True,False,Mac
3,0.0,64.0,6,1,5,False,453,60,2,1,246,167170.0,5,False,False,User Experience
5,47.0,19.0,7,6,5,False,168,50,2,0,223,0.0,9,False,False,Android
1,38.0,37.0,0,3,5,True,189,48,5,1,0,2877.0,5,False,False,Web App
9,2376.0,44.0,6,1,6,True,396,56,3,1,0,3455.0,12,False,False,Productivity
16,135.0,41.0,14,2,6,True,448,40,3,1,169,523.0,4,False,False,Privacy
1,195.0,0.0,8,2,6,True,500,46,3,1,0,746.0,0,False,False,Marketing
14,79.0,22.0,7,0,4,True,99,59,3,1,7,0.0,5,True,False,Design Tools
1,100.0,41.0,7,2,6,True,315,41,3,4,434,137012.0,8,False,False,eBook Reader
5,16.0,0.0,16,5,5,True,457,60,8,1,0,0.0,9,True,False,Growth Hacking
1,69.0,0.0,3,1,5,False,355,60,3,1,0,1753.0,5,False,False,iOS
1,22.0,19.0,7,5,5,True,390,53,3,3,0,1838.0,7,True,False,API
5,227.0,6.0,7,0,6,True,352,57,3,1,132,0.0,5,True,False,Fintech
3,95.0,0.0,15,3,6,False,436,47,6,2,0,0.0,3,False,False,Social Media
26,79.0,16.0,7,2,5,True,500,60,4,1,0,3059.0,0,False,False,Developer Tools
1,28.0,5.0,20,6,5,True,421,60,3,1,0,0.0,7,True,False,Social Media
44,42.0,32.0,7,5,6,True,201,56,2,3,155,4031.0,3,False,False,Venture Capital
49,62.0,25.0,6,5,6,True,476,55,5,1,25511,0.0,8,True,False,Open Source
11,89.0,2.0,23,0,5,True,421,47,3,1,0,4083.0,11,False,False,Productivity
5,165.0,30.0,8,2,6,True,410,35,3,1,463,4875.0,9,True,False,Email
4,1.0,42.0,20,5,6,True,230,43,3,2,0,0.0,2,False,False,Design Tools
11,40.0,10.0,7,1,11,True,111,60,3,1,0,18404.0,7,False,False,Open Source
6,49.0,0.0,17,2,5,True,472,48,4,2,157,0.0,3,True,False,Linux
1,43.0,25.0,8,3,6,True,398,49,3,1,31,1573.0,8,True,False,Android
8,3.0,9.0,7,3,6,True,439,60,3,1,0,0.0,6,False,False,Productivity
1,133.0,20.0,8,6,5,False,402,17,3,3,0,4729.0,6,True,False,SaaS
10,31.0,20.0,12,1,6,False,467,45,3,1,504,5650.0,8,True,False,Browser Extensions
13,0.0,110.0,7,3,6,True,495,60,3,1,13,1673.0,8,False,False,Fintech
1,0.0,154.0,6,4,6,True,275,56,3,0,387,0.0,8,False,False,Productivity
1,0.0,0.0,6,3,5,True,88,38,1,1,597,5354.0,0,True,False,Health & Fitness
1,108.0,9.0,7,5,5,True,154,52,3,0,43,100925.0,8,True,False,Home
1,233.0,26.0,8,1,5,True,471,55,3,0,698,1586.0,8,True,False,3D Printer
14,47.0,43.0,16,3,5,True,500,43,3,2,416,1163.0,8,True,False,Hardware
5,103.0,18.0,15,3,5,True,487,60,3,2,0,22247.0,4,False,False,Health & Fitness
12,200.0,0.0,8,5,9,False,105,39,2,1,67,1326.0,4,True,False,Chrome Extensions
21,50.0,47.0,7,3,6,False,500,44,3,4,1085,0.0,5,False,False,3D Printer
14,0.0,0.0,7,3,6,False,482,55,2,1,0,2527.0,3,False,False,Mac
1,0.0,3.0,6,4,6,True,500,37,3,1,312,9305.0,5,False,False,Open Source
1,0.0,15.0,7,2,6,True,450,38,3,1,0,0.0,8,True,False,Mac
2,353.0,29.0,7,3,5,False,216,58,3,1,129,23580.0,7,False,False,Customer Communication
11,166.0,86.0,7,4,5,True,254,56,3,4,0,80653.0,6,True,False,Android
3,74.0,139.0,6,5,5,True,301,53,5,3,5088,5898.0,12,False,False,Web App
1,63.0,15.0,14,1,5,True,293,56,3,1,0,90480.0,4,False,False,Android
222,0.0,15.0,8,3,5,False,288,58,4,0,282,0.0,8,False,False,Open Source
5,354.0,13.0,10,6,5,True,469,51,1,3,0,1739.0,5,True,False,Email
12,0.0,83.0,15,3,5,True,484,60,5,6,468,2611.0,8,False,False,Analytics
5,1090.0,85.0,10,3,5,True,500,50,3,0,543,3117.0,5,True,False,Hardware
1,97.0,83.0,13,3,1,True,237,58,3,0,294,3053.0,6,True,False,Developer Tools
10,268.0,1.0,20,1,5,True,494,59,3,1,1370,0.0,8,False,False,Health & Fitness
2,151.0,0.0,8,1,5,False,394,59,2,1,0,1998.0,4,False,False,Android
14,43.0,37.0,0,3,5,True,429,52,3,1,0,926.0,6,False,False,Developer Tools
1,263.0,0.0,23,5,6,False,180,57,3,1,191,34321.0,4,False,False,Marketing
1,0.0,55.0,14,6,5,False,440,56,2,1,17,572.0,5,True,False,Health & Fitness
1,36.0,3.0,14,0,5,False,292,49,3,1,721,3056.0,4,False,False,Productivity
11,114.0,0.0,6,3,5,True,500,56,3,10,0,0.0,3,False,False,Tech
4,0.0,15.0,11,2,6,False,435,57,1,1,512,47.0,12,True,False,Chrome Extensions
1,81.0,82.0,6,4,6,True,500,40,2,1,641,3728.0,7,False,False,Social Media
10,37.0,39.0,14,0,5,False,159,54,3,1,195,3784.0,8,False,False,3D Printer
6,415.0,0.0,7,5,5,False,436,51,1,2,0,4675.0,3,True,False,Email
13,245.0,0.0,7,6,8,True,244,60,3,1,485,317.0,9,True,False,Developer Tools
9,43.0,26.0,6,0,1,True,98,24,4,1,0,1349.0,4,False,False,Productivity
1,97.0,0.0,7,1,5,True,480,53,3,6,116,3317.0,7,True,False,Android
1,375.0,0.0,8,1,6,False,481,57,2,4,0,4383.0,1,False,False,Marketing
17,0.0,0.0,7,1,5,False,406,55,2,1,0,0.0,8,False,False,Productivity
1,112.0,14.0,19,0,6,True,312,60,2,2,223,0.0,2,False,False,Productivity
4,19.0,1.0,23,1,5,True,500,60,3,1,122,86895.0,4,True,False,Productivity
14,20.0,32.0,6,4,6,True,221,39,3,1,47,0.0,2,False,False,Design Tools
222,432.0,9.0,7,2,6,True,400,22,3,1,72,119964.0,11,False,False,Analytics
1,0.0,0.0,16,5,5,True,485,58,3,2,74,13009.0,22,True,False,API
34,0.0,11.0,12,3,6,True,500,50,3,0,588,4240.0,6,True,False,Productivity
1,0.0,15.0,9,6,5,True,500,49,2,0,97,3885.0,0,False,False,Health & Fitness
2,36.0,0.0,7,0,5,True,246,58,3,1,94,1490.0,8,False,False,SaaS
1,5.0,3.0,7,1,5,True,466,44,2,0,0,4305.0,6,True,False,Productivity
1,50.0,0.0,6,5,6,True,425,60,3,1,441,2288.0,9,True,False,Open Source
4,26.0,12.0,17,2,6,True,246,60,4,1,462,0.0,9,False,False,Developer Tools
1,25.0,1.0,11,3,5,False,217,59,3,3,35,4130.0,0,True,False,Analytics
15,145.0,169.0,7,0,5,True,449,60,3,0,649,91113.0,7,False,False,Tech
5,11.0,0.0,18,3,6,False,493,56,4,1,235,3374.0,7,False,False,Kids
5,65.0,0.0,23,0,6,False,495,60,3,4,21,0.0,6,True,False,Open Source
5,48.0,38.0,7,3,5,False,351,42,4,1,194,0.0,9,True,False,Artificial Intelligence
7,55.0,6.0,16,4,5,True,334,59,1,1,195,0.0,6,True,False,Marketing
7,30.0,47.0,8,5,6,True,168,56,4,2,44,824.0,5,False,False,Productivity
12,0.0,73.0,23,5,5,False,113,44,3,1,287,0.0,7,True,False,Health & Fitness
16,195.0,33.0,7,2,5,True,471,43,3,1,0,0.0,9,True,False,SaaS
3,0.0,46.0,18,2,6,True,124,49,3,1,14,227.0,10,False,False,Menu Bar Apps
4,0.0,0.0,7,2,5,True,74,26,3,1,0,0.0,13,True,False,Android
12,65.0,39.0,23,0,5,True,436,40,3,1,154,1701.0,21,False,False,Analytics
11,0.0,3.0,12,6,6,False,171,49,3,4,414,4931.0,6,False,False,No-Code
10,24.0,0.0,9,5,6,True,110,49,3,2,0,3964.0,6,False,False,User Experience
8,109.0,0.0,7,3,5,False,468,60,3,1,101,1925.0,7,False,False,Design Tools
1,214.0,96.0,1,1,5,True,489,30,1,7,0,19106.0,9,False,False,Chrome Extensions
14,8.0,11.0,7,2,5,False,500,19,2,1,61,164816.0,8,True,False,Venture Capital
3,87.0,163.0,6,3,6,False,351,60,1,3,0,7770.0,3,False,False,Developer Tools
1,0.0,22.0,21,6,5,True,474,49,3,0,106,991.0,6,True,False,Software Engineering
17,0.0,0.0,10,4,6,True,396,49,4,1,46,3534.0,2,False,False,Tech
3,95.0,57.0,17,3,5,False,441,53,2,0,63,954.0,6,True,False,Music
18,488.0,4.0,20,6,5,True,463,55,1,1,0,639.0,2,True,False,Web App
1,121.0,0.0,7,6,5,True,183,41,3,0,572,5372.0,2,False,False,SaaS
1,60.0,10.0,7,0,5,True,500,60,4,0,0,3827.0,5,True,False,Fintech
1,190.0,4.0,23,3,5,True,500,60,3,1,747,0.0,9,True,False,Design Tools
1,155.0,0.0,21,5,6,False,388,60,3,1,121,0.0,3,False,False,Android
1,0.0,12.0,8,5,5,True,424,58,3,1,0,170171.0,6,False,False,iOS
7,0.0,27.0,6,2,6,True,159,54,3,2,768,0.0,3,True,False,Mac
1,108.0,20.0,10,0,6,True,250,56,3,0,0,2853.0,5,True,False,Email
1,15.0,12.0,6,3,5,False,467,51,3,1,148,2062.0,3,False,False,SaaS
11,239.0,0.0,6,2,6,False,434,60,3,6,224,5054.0,9,False,False,Emoji
17,1167.0,27.0,17,5,10,True,317,60,4,3,80,0.0,2,False,False,Art
8,360.0,33.0,7,0,6,True,391,55,3,3,0,0.0,5,True,False,SaaS
10,151.0,12.0,12,3,5,False,320,56,3,3,214,1866.0,5,False,False,API
17,102.0,0.0,7,6,5,True,166,50,1,1,0,243.0,6,False,False,Education
20,0.0,1.0,16,3,5,True,368,48,3,3,329,0.0,7,False,False,API
1,111.0,85.0,8,4,6,True,381,60,3,1,477,0.0,9,False,False,Marketing
2,97.0,11.0,7,1,6,True,458,60,4,1,0,7136.0,2,True,False,Cars
3,71.0,17.0,7,5,6,True,277,53,4,1,171,5087.0,8,True,False,Streaming Services
1,0.0,36.0,19,2,5,False,445,28,3,1,87,2109.0,6,True,False,Open Source
1,0.0,48.0,7,0,5,True,407,60,3,2,0,1219.0,7,True,False,Emoji
1,19.0,43.0,15,3,5,True,381,51,3,2,20781,2213.0,9,False,False,Menu Bar Apps
8,122.0,10.0,3,2,5,True,233,52,3,1,69,13582.0,5,True,False,Vibe coding
6,81.0,16.0,6,5,5,True,384,55,1,1,335,1274.0,9,True,False,Chrome Extensions
25,8.0,40.0,7,3,5,True,500,53,3,4,585,28076.0,17,True,False,Developer Tools
1,68.0,1.0,8,1,6,True,129,56,2,5,88,3092.0,5,False,False,API
15,0.0,9.0,7,6,5,False,500,56,3,1,0,0.0,2,True,False,Social Media
1,0.0,13.0,15,0,5,True,498,55,4,1,521,0.0,10,False,False,Marketing
11,368.0,62.0,7,3,5,True,293,56,3,2,287,3257.0,8,False,False,Productivity
1,724.0,12.0,11,4,6,True,500,58,1,1,342,0.0,2,False,False,Productivity
1,55.0,30.0,6,4,5,True,240,56,3,1,214,1578.0,2,False,False,Productivity
8,101.0,13.0,18,2,5,True,148,47,3,1,540,0.0,7,True,False,Productivity
1,22.0,46.0,8,1,5,True,357,51,3,2,240,4617.0,9,False,False,Mac
7,89.0,8.0,7,2,5,True,500,55,3,2,372,4183.0,8,True,False,Notes
11,111.0,1.0,11,1,6,True,78,50,2,3,81,2358.0,3,False,False,Browser Extensions
1,35.0,0.0,11,5,2,True,51,58,3,1,95,569.0,4,True,False,Growth Hacking
7,113.0,23.0,3,2,5,True,358,59,3,7,221,0.0,5,False,False,Productivity
15,381.0,10.0,7,0,5,True,500,60,3,2,409,2576.0,9,True,False,API
1,48.0,0.0,22,3,6,False,430,55,2,1,224,3454.0,3,True,False,iOS
1,0.0,4.0,7,1,6,True,403,60,1,1,408,0.0,7,True,False,Mac
1,103.0,23.0,7,0,6,True,478,49,3,4,80,36684.0,6,False,False,Health & Fitness
2,0.0,0.0,17,0,5,False,459,60,1,1,59,1183.0,5,False,False,Music
16,130.0,39.0,17,2,5,True,319,60,3,2,0,0.0,8,True,False,iOS
18,8.0,0.0,14,1,5,False,500,57,3,2,0,4294.0,6,False,False,Prototyping
1,0.0,12.0,6,0,5,True,187,58,3,1,125,3691.0,5,False,False,Fintech
6,96.0,21.0,9,4,6,True,474,60,3,1,0,0.0,9,False,False,SaaS
18,115.0,17.0,6,3,5,True,500,50,4,2,544,0.0,10,False,False,Startup Books
3,246.0,50.0,7,4,5,False,193,42,3,1,242,0.0,6,False,False,Social Media
2,94.0,12.0,8,6,6,True,457,37,1,1,231,24021.0,6,True,False,Human Resources
5,13.0,56.0,7,3,6,False,500,53,4,1,156,95370.0,5,False,False,Open Source
1,87.0,11.0,8,3,5,True,311,57,3,1,155,17109.0,18,True,False,Venture Capital
9,41.0,65.0,6,4,5,False,500,54,3,1,33,15655.0,4,True,False,Web App
1,0.0,8.0,18,4,5,False,311,38,4,1,22,3644.0,3,True,False,Education
9,0.0,0.0,21,4,5,False,378,48,6,1,123,3955.0,0,False,False,Virtual Reality
18,56.0,7.0,14,1,5,False,161,60,2,1,0,0.0,8,True,False,Fintech
1,93.0,12.0,17,1,6,True,485,55,3,0,346,26190.0,7,False,False,Fintech
8,1.0,4.0,17,0,6,True,398,53,3,3,0,5230.0,5,False,False,API
12,555.0,83.0,21,4,5,True,474,56,3,1,0,2176.0,8,True,False,Tech
2,31.0,0.0,19,1,6,True,322,54,3,1,242,78928.0,6,True,False,API
9,127.0,20.0,7,3,5,True,378,60,3,4,109,43136.0,9,True,False,SaaS
1,40.0,5.0,8,0,6,True,182,59,2,4,8529,0.0,4,False,False,Productivity
1,0.0,3.0,6,3,6,False,440,52,5,1,0,2048.0,4,False,False,Web App
2,121.0,20.0,7,1,6,True,388,46,3,3,2792,0.0,9,True,False,3D Printer
8,32.0,0.0,6,4,5,True,374,52,1,1,1878,569.0,7,True,False,Email
73,65.0,23.0,7,3,8,False,180,51,3,1,327,14441.0,9,True,False,Marketing
10,0.0,25.0,7,2,6,True,426,60,3,1,0,634.0,5,False,False,Developer Tools
1,41.0,0.0,10,1,5,True,334,60,3,3,0,4422.0,14,True,False,API
7,0.0,51.0,6,6,5,False,344,50,1,1,0,3069.0,7,False,False,Sales
12,0.0,0.0,19,3,6,False,209,45,2,1,0,0.0,7,False,False,Design Tools
1,67.0,37.0,8,1,7,True,234,53,3,1,133,0.0,3,True,False,Mac
1,0.0,0.0,6,2,6,True,322,57,3,2,0,4272.0,4,True,False,Open Source
3,87.0,18.0,13,0,5,True,276,60,1,1,483,2158.0,3,False,False,Design Tools
4,163.0,19.0,7,6,6,True,500,55,4,1,361,18635.0,9,True,False,Artificial Intelligence
1,0.0,0.0,23,2,5,False,423,55,1,9,0,2998.0,10,True,False,Developer Tools
4,107.0,89.0,11,5,5,True,415,60,3,7,0,4056.0,8,True,False,iOS
9,0.0,0.0,19,2,6,False,500,48,1,1,0,4661.0,4,True,False,User Experience
23,912.0,60.0,7,6,4,True,330,60,3,6,213,1594.0,10,False,False,Android
1,360.0,14.0,14,5,5,True,413,56,3,8,481,2291.0,4,False,False,Open Source
16,71.0,79.0,5,2,5,True,406,36,3,1,16,0.0,6,True,False,Marketing
1,165.0,26.0,7,5,5,True,376,51,2,1,364,4406.0,6,True,False,Productivity
1,8.0,0.0,7,0,5,True,469,60,3,6,912,2027.0,8,False,False,Open Source
7,0.0,39.0,14,0,6,False,177,57,2,1,0,3405.0,6,False,False,Travel
1,0.0,0.0,10,0,6,True,445,46,1,1,378,5272.0,6,True,False,Fintech
11,149.0,10.0,19,2,6,True,500,60,3,1,610,0.0,9,False,False,Audio
74,105.0,0.0,8,2,5,False,217,48,2,2,0,1420.0,6,True,False,Android
9,153.0,0.0,7,3,5,True,106,60,3,6,553,119497.0,8,False,False,Productivity
1,0.0,28.0,17,0,5,False,270,55,3,1,0,7068.0,3,False,False,Design Tools
4,0.0,23.0,14,3,5,True,497,59,1,2,611,3112.0,5,False,False,Productivity
1,0.0,139.0,15,6,6,True,244,52,3,1,0,2506.0,5,False,False,Mac
7,87.0,0.0,6,6,5,True,366,45,1,1,254,4863.0,5,True,False,Developer Tools
3,0.0,0.0,7,6,1,True,441,17,3,1,0,4889.0,5,False,False,iOS
18,0.0,23.0,5,1,6,False,489,45,3,1,13,13818.0,7,False,False,API
34,34.0,0.0,7,3,6,False,286,38,3,1,0,6082.0,5,False,False,Browser Extensions
14,119.0,12.0,7,5,5,True,492,55,2,1,0,0.0,7,False,False,Productivity
1,90.0,10.0,23,3,5,False,48,56,1,1,160,771.0,9,False,False,Productivity
5,145.0,12.0,6,0,6,True,500,60,1,4,246,1082.0,10,False,False,Developer Tools
73,136.0,10.0,7,3,5,True,500,48,3,1,0,1193.0,3,False,False,Analytics
18,125.0,18.0,7,4,6,True,336,53,3,2,3969,0.0,8,False,False,SaaS
1,21.0,3.0,11,3,6,False,412,55,3,1,1864,1143.0,2,True,False,Weather
9,147.0,36.0,7,0,6,True,156,60,3,1,323,0.0,8,False,False,Sales
1,495.0,17.0,7,0,6,True,407,53,1,2,0,692.0,8,False,False,Marketing
222,0.0,0.0,18,5,5,True,296,28,3,2,0,4288.0,3,True,False,Productivity
1,49.0,0.0,15,6,6,True,70,42,3,2,0,0.0,6,False,False,Hardware
9,204.0,65.0,7,6,6,True,433,18,3,0,0,2048.0,6,True,False,Productivity
18,50.0,2.0,22,0,6,False,263,54,3,2,0,0.0,7,False,False,Analytics
8,148.0,4.0,8,5,5,False,290,57,4,5,2566,0.0,9,False,False,Robots
1,39.0,6.0,22,2,5,True,408,55,4,3,0,1758.0,7,True,False,Chrome Extensions
1,495.0,26.0,7,1,6,True,227,44,3,1,87,170171.0,9,False,False,Sales
9,24.0,9.0,7,4,6,False,500,57,2,1,477,0.0,5,True,False,Software Engineering
6,88.0,0.0,8,3,6,True,335,50,2,5,0,106545.0,5,False,False,Productivity
5,61.0,131.0,4,5,5,True,372,60,3,1,129,3715.0,6,True,False,Marketing
2,85.0,0.0,5,3,5,True,317,59,3,5,381,5558.0,6,True,False,Design Tools
9,0.0,101.0,7,3,5,True,411,45,3,2,41,2265.0,8,True,False,API
7,160.0,68.0,10,0,5,True,382,45,4,3,0,1316.0,11,False,False,Web App
1,0.0,21.0,7,3,5,True,458,60,3,1,0,0.0,5,False,False,Tech
3,0.0,0.0,16,4,5,True,500,48,3,1,592,900.0,12,False,False,SaaS
15,37.0,5.0,10,2,6,True,439,55,3,1,233,1027.0,6,True,False,Design Tools
1,44.0,0.0,17,1,5,True,258,57,2,1,0,3448.0,5,False,False,iOS
5,48.0,7.0,13,2,5,False,225,57,3,1,0,1408.0,1,True,False,Email
2,177.0,6.0,17,3,5,True,475,57,3,1,509,0.0,5,True,False,Mac
7,113.0,6.0,7,4,5,True,457,58,3,2,633,110.0,8,False,False,Design Tools
1,87.0,2.0,10,5,5,False,384,53,4,1,256,2667.0,3,True,False,Mac
5,36.0,5.0,6,3,6,True,456,60,3,1,0,1130.0,6,True,False,Mac
1,156.0,15.0,11,0,5,True,185,40,3,2,0,264.0,5,False,False,API
23,88.0,126.0,6,4,6,True,307,25,3,0,608,2100.0,8,False,False,Productivity
24,0.0,1.0,22,5,6,False,263,59,3,1,497,0.0,8,True,False,Android
5,37.0,11.0,9,5,6,True,378,60,4,1,84,0.0,6,True,False,Music
9,139.0,5.0,6,3,4,True,429,17,3,1,473,6549.0,18,False,False,Health & Fitness
1,0.0,0.0,10,2,5,True,374,58,3,1,0,0.0,7,True,False,Productivity
5,55.0,9.0,18,2,6,True,463,60,1,3,629,0.0,5,True,False,Design Tools
19,126.0,0.0,6,6,12,False,308,49,3,1,0,0.0,4,False,False,Social Media
1,60.0,3.0,12,0,2,False,394,57,2,1,0,9235.0,8,False,False,Mac
11,124.0,5.0,7,1,5,True,275,53,2,1,461,4198.0,6,True,False,Health & Fitness
1,0.0,342.0,9,3,5,False,466,60,3,0,0,294.0,2,True,False,API
3,121.0,0.0,8,2,5,True,447,58,2,2,55,1899.0,7,True,False,Tech
38,0.0,0.0,7,1,5,True,124,60,1,1,62,0.0,8,False,False,Linux
7,18.0,0.0,7,1,6,True,459,60,3,1,314,145096.0,5,False,False,Mac
6,146.0,29.0,6,6,6,True,442,52,3,2,246,4227.0,3,True,False,Time Tracking
14,108.0,22.0,7,1,6,True,423,35,3,1,149,1760.0,16,False,False,Developer Tools
21,114.0,59.0,6,1,5,True,495,38,3,0,473,878.0,9,True,False,Productivity
7,164.0,0.0,6,0,5,True,458,50,3,1,46251,0.0,8,True,False,Developer Tools
19,9.0,18.0,18,0,5,True,476,47,3,1,107,0.0,3,False,False,Productivity
15,0.0,0.0,9,3,6,True,113,58,4,2,0,0.0,5,False,False,Mac
1,41.0,6.0,23,5,5,True,247,53,1,1,0,4450.0,5,True,False,SaaS
7,50.0,55.0,5,5,5,True,425,60,3,0,234,20533.0,6,False,False,Health & Fitness
1,94.0,0.0,8,3,5,True,249,49,5,6,116,0.0,6,False,False,Health & Fitness
4,85.0,0.0,6,5,5,True,496,20,2,3,0,707.0,0,False,False,Travel
4,127.0,0.0,11,3,6,True,419,53,3,1,438,0.0,6,False,False,Design Tools
17,0.0,116.0,6,1,5,True,494,59,2,1,0,17019.0,7,False,False,Email Marketing
11,0.0,261.0,7,2,5,True,273,40,3,0,66,3552.0,6,True,False,Mac
1,132.0,116.0,18,3,6,True,401,47,3,2,0,49958.0,8,False,False,Productivity
20,462.0,12.0,7,5,6,True,462,60,3,1,0,0.0,8,True,False,Design Tools
5,25.0,90.0,8,3,3,True,500,55,3,0,169,2387.0,5,False,False,Chrome Extensions
1,528.0,16.0,11,5,5,True,137,56,3,1,61,0.0,3,False,False,Web App
14,70.0,23.0,7,6,6,True,458,57,3,2,239,4014.0,4,False,False,Productivity
22,117.0,0.0,7,1,5,False,465,29,1,4,0,3765.0,2,False,False,Social Media
1,98.0,0.0,21,0,5,True,284,57,3,1,623,94001.0,6,False,False,API
4,0.0,0.0,6,3,5,True,464,40,3,1,92,3397.0,4,False,False,Productivity
8,26.0,6.0,1,3,6,True,303,57,2,6,3133,244.0,4,True,False,Android
1,128.0,0.0,17,0,1,True,428,60,3,1,409,0.0,8,False,False,Mac
37,51.0,0.0,6,6,5,True,281,56,1,2,46,2653.0,2,False,False,Dating
1,227.0,20.0,7,0,2,True,176,36,3,5,401,1067.0,9,True,False,Artificial Intelligence
13,91.0,91.0,6,4,6,True,373,55,3,1,543,0.0,14,True,False,Open Source
13,59.0,7.0,11,0,6,True,460,54,1,2,0,2186.0,3,True,False,Writing
11,105.0,37.0,6,4,10,True,181,60,3,2,0,100889.0,6,False,False,SaaS
3,0.0,9.0,7,2,6,False,48,53,3,0,0,4522.0,4,True,False,API
8,0.0,17.0,8,3,5,True,206,53,3,0,0,3126.0,6,False,False,Privacy
