votesCount,commentsCount,launch_hour,weekday,month,year,is_featured,description_length,tagline_length,topic_count,maker_count,maker_total_followers,hunter_followers_count,media_count,has_video,self_launched,primary_topic,hunter_prev_launches,hunter_prev_avg_votes,maker_prev_launches,maker_prev_avg_votes,is_synthetic
270.0,0.0,7,3,5,2023,True,236,43,3,1,511.0,519.0,8,False,True,Productivity,0,0.0,19,0.0,True
135.0,0.0,7,3,7,2023,False,229,57,5,3,5.0,6057.0,0,False,True,Health & Fitness,0,0.0,14,1.4,True
409.0,147.0,7,3,7,2023,True,108,50,3,20,1455552.0,1613.0,7,False,False,Other,0,0.0,9690,209.21764705882353,False
280.0,10.0,7,4,5,2026,True,180,39,3,1,145382.0,1051.0,8,False,False,Mac,3,1.7,10,396.8,True
225.0,48.0,8,4,1,2023,True,249,38,3,5,61556.0,1942.0,4,True,False,Productivity,0,0.0,396,265.1515151515151,False
268.0,10.0,6,4,7,2026,True,363,30,3,1,5.0,11500.0,9,False,False,Other,0,0.0,14,0.0,True
453.0,47.0,7,4,5,2026,False,53,59,3,2,2987.0,3894.0,4,True,False,Other,6,0.0,4,173.3,True
113.0,14.0,7,3,5,2023,True,199,39,2,1,1006.0,1499.0,15,False,False,Other,0,0.0,1,0.0,True
58.0,45.0,0,0,10,2026,True,66,57,3,1,1477.0,604.0,6,True,False,Developer Tools,7,0.0,0,295.1,True
1.0,0.0,14,0,5,2023,True,256,17,2,1,246693.0,1387.0,7,False,True,Android,0,0.0,0,0.0,True
228.0,27.0,7,2,7,2026,True,75,37,3,1,3031.0,7496.0,6,True,False,Productivity,0,0.0,0,450.2,True
138.0,0.0,7,3,5,2023,True,344,60,3,1,1413.0,343.0,5,True,True,Other,0,1.4,16,197.3,True
14.0,0.0,8,6,3,2023,True,366,42,1,0,5.0,2503.0,3,False,True,Design Tools,0,0.0,17,0.0,True
150.0,62.0,7,0,7,2026,True,57,55,3,1,5.0,1030.0,8,True,False,Productivity,0,207.6,25,0.0,True
111.0,1.0,7,0,5,2023,False,278,28,3,1,5.0,996.0,6,False,False,Other,0,0.0,0,201.1,True
197.0,1.0,7,5,5,2023,True,279,48,3,1,91854.0,10.0,9,False,False,Education,0,0.0,0,164.6,True
364.0,52.0,7,1,5,2024,True,358,48,3,20,66430.0,712.0,6,False,False,iOS,9,0.0,0,247.1,True
138.0,0.0,7,2,5,2023,False,30,46,3,19,242.0,1314.0,4,False,True,Other,0,0.0,0,1.8,True
21.0,78.0,7,6,5,2026,True,34,38,2,1,344466.0,17250.0,9,True,False,Other,0,0.0,0,4.6,True
156.0,34.0,7,2,7,2026,True,62,52,3,2,2880.0,789.0,8,True,False,Productivity,0,0.0,1,170.2,True
240.0,57.0,7,5,7,2026,False,265,53,3,1,5.0,446.0,6,True,False,Writing,7,0.0,0,322.0,True
95.0,83.0,7,3,7,2023,True,373,23,3,3,133162.0,3053.0,6,False,False,Developer Tools,0,0.0,0,187.9,True
15.0,37.0,7,0,7,2023,True,59,47,3,1,5.0,1223.0,6,True,False,iOS,0,0.0,0,2.8,True
82.0,0.0,14,3,5,2023,False,262,51,2,1,497.0,852.0,6,False,False,Productivity,0,0.0,0,192.2,True
192.0,13.0,7,6,7,2026,True,500,42,3,2,5.0,18537.0,7,True,False,Productivity,25,174.7,0,48.3,True
59.0,5.0,19,1,7,2023,True,291,58,2,1,713.0,1021.0,4,False,False,Other,0,0.0,0,114.3,True
124.0,0.0,15,0,1,2023,False,253,16,2,0,5.0,5467.0,6,False,True,Android,0,0.0,0,3.3,True
199.0,0.0,7,2,7,2026,False,64,57,3,1,4071.0,1275.0,5,False,False,Other,0,0.0,0,326.1,True
1.0,1.0,14,3,7,2023,True,247,41,2,1,5.0,331.0,4,False,True,Other,0,0.0,0,0.0,True
5.0,0.0,12,4,1,2023,False,264,22,1,1,234.0,1573.0,1,False,True,Other,0,0.0,0,0.0,False
116.0,0.0,7,3,7,2023,True,174,42,1,1,582.0,560.0,7,True,False,Productivity,0,0.0,3,0.8,True
6.0,0.0,7,0,7,2023,False,246,58,4,1,827.0,4182.0,1,False,True,Design Tools,0,0.1,0,0.6,True
220.0,64.0,7,4,7,2026,True,45,53,3,1,5.0,6964.0,6,False,False,Other,18,0.0,3,371.2,True
254.0,2.0,7,6,3,2023,False,64,43,3,3,5.0,2014.0,5,False,True,Other,0,0.0,7,0.1,True
230.0,14.0,7,3,7,2026,True,77,39,3,1,4131.0,4232.0,6,True,False,Other,0,0.0,0,2.3,True
122.0,16.0,0,0,5,2026,True,131,50,3,1,165.0,2147.0,5,True,False,Analytics,0,0.0,0,0.0,False
68.0,10.0,15,0,3,2023,True,152,59,3,1,267.0,2352.0,3,False,True,Other,0,0.0,0,0.0,False
24.0,0.0,7,4,7,2023,False,248,51,3,3,922.0,4241.0,1,True,False,Other,0,0.0,0,0.0,True
438.0,4.0,7,3,7,2026,True,61,33,3,2,5.0,537.0,9,False,False,Other,12,0.0,2,1.6,True
69.0,2.0,13,5,7,2023,False,261,59,3,1,1583.0,10.0,1,True,True,Design Tools,0,2.1,0,0.0,True
22.0,0.0,20,4,1,2023,False,147,58,3,1,5.0,857.0,1,True,True,Productivity,0,0.0,1193,0.0,True
242.0,82.0,7,6,7,2023,True,58,57,3,1,5.0,5367.0,8,False,False,Productivity,12,0.0,0,0.0,True
138.0,3.0,5,5,5,2023,False,246,57,3,1,44584.0,3793.0,2,False,False,Other,0,0.0,13,0.0,True
126.0,15.0,0,1,5,2026,False,404,59,3,1,253.0,2677.0,6,True,False,Productivity,0,0.0,0,0.0,False
2.0,1.0,6,5,1,2023,False,254,59,3,1,42.0,279.0,7,False,True,Productivity,0,0.0,0,0.0,False
6.0,2.0,14,0,3,2023,False,129,34,3,1,274.0,893.0,4,False,True,Other,0,0.0,0,0.0,False
148.0,1.0,7,4,7,2023,False,197,55,3,1,5.0,801.0,6,False,True,Design Tools,0,0.0,0,1.7,True
111.0,0.0,7,3,5,2023,True,236,58,2,1,1637.0,237.0,5,True,True,Open Source,0,0.0,0,0.0,True
263.0,11.0,7,2,6,2026,True,440,60,3,3,4235.0,4227.0,6,True,False,Fintech,0,0.0,0,73.0,True
5.0,1.0,7,6,5,2023,False,166,49,3,1,62.0,2331.0,2,False,True,Design Tools,0,0.0,0,0.0,False
102.0,3.0,9,3,6,2026,True,158,51,3,1,926.0,590.0,6,False,False,Health & Fitness,0,0.0,0,0.0,False
5.0,0.0,23,4,5,2023,False,132,40,4,1,6.0,848.0,1,False,True,API,0,0.0,0,0.0,False
113.0,11.0,0,4,5,2026,True,216,57,3,1,54.0,37.0,6,True,False,Other,0,0.0,0,0.0,False
5.0,0.0,7,4,5,2023,False,261,47,4,0,2159.0,752.0,3,False,True,Other,0,0.1,0,0.0,True
3.0,0.0,8,3,1,2023,False,203,57,3,1,5.0,4566.0,1,False,True,Other,0,0.0,1,0.0,True
12.0,2.0,12,5,1,2023,True,270,27,1,0,1774.0,2316.0,3,False,True,SaaS,0,0.3,16,5.3,True
80.0,27.0,0,2,5,2023,True,65,40,3,2,493425.0,3513.0,6,False,False,Productivity,0,0.0,19,222.5,True
139.0,0.0,23,5,5,2023,False,257,43,1,1,79508.0,1786.0,7,True,True,Design Tools,0,0.0,0,0.3,True
130.0,192.0,1,2,7,2026,True,77,58,3,1,5.0,3484.0,6,True,False,Productivity,0,0.0,16,67.5,True
89.0,53.0,7,2,4,2026,False,500,49,3,3,5.0,1971.0,4,True,False,Productivity,0,0.0,0,218.7,True
8.0,5.0,7,0,3,2023,False,106,57,3,1,870.0,816.0,5,False,True,Productivity,0,0.0,0,0.0,False
227.0,0.0,7,2,7,2026,True,45,60,3,2,5.0,29928.0,6,False,False,Other,0,1.6,13,2.5,True
825.0,44.0,0,2,6,2026,True,62,54,3,2,17038.0,993.0,6,False,False,iOS,0,0.0,13,0.0,True
5.0,1.0,7,1,3,2023,False,231,38,3,1,5.0,10.0,3,False,True,Other,0,1.7,269,0.0,True
3.0,0.0,8,3,5,2023,False,241,41,2,2,746.0,973.0,3,False,True,Design Tools,0,0.0,4,0.5,True
193.0,14.0,7,4,7,2023,True,207,31,3,3,1486.0,5157.0,4,False,False,Other,2,0.0,0,0.0,True
1.0,0.0,10,1,3,2023,True,266,22,4,2,2546.0,28.0,4,False,True,Health & Fitness,0,0.0,0,0.0,True
115.0,0.0,7,0,5,2026,True,73,24,3,6,2595.0,1152.0,4,True,False,Mac,0,0.0,8,2.6,True
414.0,61.0,0,4,5,2026,False,74,36,3,1,5.0,2980.0,5,True,False,API,17,0.0,14,270.5,True
74.0,3.0,7,0,7,2026,True,251,55,2,1,61.0,2299.0,4,False,False,Other,0,0.0,0,1.5,True
144.0,15.0,0,3,5,2026,False,176,41,3,1,7737.0,20674.0,5,True,False,Other,29,362.7586206896552,29,362.7586206896552,False
1.0,0.0,10,4,7,2023,False,217,33,1,1,940.0,750.0,2,True,True,Marketing,0,0.0,3,0.0,True
2.0,2.0,7,0,7,2023,True,53,42,2,7,1547.0,706.0,4,False,True,Android,0,1.3,0,1.0,True
115.0,22.0,7,3,7,2026,False,77,52,3,1,1892.0,195.0,8,True,False,Productivity,1,0.0,7,0.4,True
141.0,264.0,1,0,7,2026,False,61,54,3,3,1609.0,19178.0,6,True,False,Education,0,254.7,11,256.3,True
109.0,13.0,7,0,7,2026,False,68,48,3,0,5.0,1134.0,4,True,False,API,0,0.0,1181,0.0,True
147.0,0.0,18,5,5,2023,False,191,31,3,1,1019.0,5568.0,2,False,True,Chrome Extensions,0,0.0,5,0.0,True
5.0,0.0,4,4,8,2023,False,73,34,3,2,2121.0,2844.0,6,False,True,Design Tools,0,0.0,0,2.0,True
3.0,0.0,7,3,5,2023,False,256,55,3,1,14.0,2974.0,2,False,True,Productivity,0,2.0,23,0.0,True
115.0,3.0,7,4,7,2026,False,500,55,3,1,5131.0,2843.0,3,False,False,Developer Tools,0,0.0,0,1.4,True
130.0,5.0,0,3,5,2026,False,171,39,3,1,8180.0,20340.0,5,True,False,Other,30,355.46666666666664,30,355.46666666666664,False
13.0,0.0,7,3,7,2023,False,248,36,3,1,265.0,1958.0,4,False,False,Other,0,0.0,0,1.3,True
158.0,14.0,0,1,6,2026,True,360,42,3,1,1657.0,5303.0,5,False,False,Chrome Extensions,1,172.0,1,172.0,False
101.0,15.0,8,0,6,2026,True,207,56,3,1,327.0,1830.0,5,False,False,Productivity,0,0.0,0,0.0,False
90.0,1.0,19,3,7,2023,True,200,56,1,1,5.0,3437.0,5,True,False,Design Tools,0,0.0,0,0.6,True
10.0,0.0,21,4,3,2023,False,263,60,1,1,300228.0,1003.0,1,False,True,Productivity,0,1.9,12,0.0,True
2.0,3.0,8,3,1,2023,False,254,52,3,1,53.0,139.0,4,False,True,Chrome Extensions,0,0.0,0,0.0,False
4.0,1.0,19,3,7,2023,False,112,23,1,0,255120.0,2742.0,12,False,True,Other,0,1.4,4,0.0,True
213.0,51.0,7,1,5,2026,False,51,51,3,1,104342.0,1381.0,6,True,False,Web App,7,0.0,4,0.0,True
111.0,49.0,7,4,7,2024,False,203,47,3,1,1645.0,10.0,7,True,False,Other,0,0.3,0,207.6,True
18.0,12.0,7,6,7,2026,False,48,48,3,1,272.0,4299.0,6,False,False,Productivity,0,0.0,0,0.0,False
115.0,111.0,7,2,9,2026,True,49,59,3,3,1484.0,1749.0,7,False,False,Productivity,0,186.0,1772,1.6,True
110.0,2.0,13,6,1,2023,False,483,51,4,0,5.0,440.0,4,True,True,Analytics,0,2.0,5,0.0,True
18.0,83.0,7,2,7,2026,True,71,49,3,3,237.0,11244.0,6,True,False,Productivity,0,0.0,0,0.8,True
18.0,0.0,6,0,5,2023,False,272,36,3,1,5.0,3762.0,3,False,False,Education,0,0.0,0,2.2,True
22.0,0.0,7,0,6,2026,False,52,52,1,3,38.0,17.0,6,True,False,Productivity,0,0.0,0,0.0,False
13.0,0.0,7,3,3,2023,True,438,50,4,0,88224.0,540.0,3,False,True,Design Tools,0,0.0,18,5.7,True
1.0,0.0,16,3,1,2023,False,245,60,2,1,5.0,1796.0,1,False,True,Other,0,0.0,20,0.0,True
128.0,0.0,10,4,7,2023,True,257,39,2,1,5.0,4711.0,4,False,False,Education,0,0.0,129,175.0,True
101.0,0.0,7,1,7,2026,True,61,20,3,1,933.0,746.0,6,True,False,Open Source,0,0.0,0,1.8,True
10.0,1.0,2,6,5,2023,False,182,29,3,0,201.0,932.0,1,False,False,Productivity,0,0.0,0,0.0,False
183.0,24.0,7,4,7,2025,True,34,53,3,3,2640.0,585.0,7,False,True,Artificial Intelligence,0,0.0,0,77.4,True
201.0,9.0,7,0,6,2026,True,31,31,2,2,1884.0,3609.0,4,False,True,Developer Tools,1,146.0,1,146.0,False
122.0,30.0,8,1,3,2023,True,166,30,3,1,155.0,2733.0,2,True,True,Other,0,0.0,0,0.0,False
402.0,9.0,7,3,5,2026,True,66,39,3,3,3141.0,1524.0,6,False,False,Other,0,0.0,13,311.5,True
1.0,0.0,9,4,1,2023,False,248,57,3,1,1240.0,2431.0,7,False,False,Design Tools,0,0.0,0,199.9,True
94.0,49.0,1,4,7,2023,True,65,60,3,1,5728.0,10258.0,8,True,False,Productivity,30,237.8,8,417.6,True
12.0,0.0,7,4,5,2023,True,177,29,2,1,70736.0,5130.0,6,False,False,Android,0,0.0,0,0.0,True
73.0,1.0,7,3,5,2023,False,36,36,3,0,5.0,1036.0,6,True,False,API,0,3.5,12,0.0,True
7.0,1.0,21,0,3,2023,False,223,53,4,1,165.0,1811.0,5,True,True,Hiring,0,0.0,0,0.0,False
18.0,0.0,11,1,3,2023,False,277,44,3,1,5.0,1266.0,3,False,True,Other,0,0.0,0,2.3,True
79.0,1.0,1,0,3,2023,True,215,38,1,1,122.0,2378.0,6,False,True,Other,0,0.0,0,0.0,False
378.0,61.0,7,3,6,2026,True,52,52,3,2,1903.0,5467.0,5,False,False,API,2,192.0,2,192.0,False
350.0,49.0,7,2,6,2026,True,60,49,3,2,5.0,18940.0,7,True,False,Productivity,0,282.8,8,189.0,True
486.0,0.0,0,4,3,2023,True,75,47,3,1,183412.0,1042.0,6,True,False,Design Tools,0,0.0,2,182.4,True
104.0,0.0,7,3,7,2026,False,247,60,2,1,1137.0,425.0,3,False,False,Productivity,0,0.5,1,0.0,True
5.0,2.0,12,0,3,2023,False,239,46,3,1,52.0,3493.0,4,False,True,Developer Tools,0,0.0,0,0.0,False
403.0,30.0,9,4,7,2023,False,195,60,3,1,67451.0,724.0,2,True,False,Other,0,0.0,11,1.5,True
126.0,11.0,7,3,7,2023,True,225,60,3,1,64.0,1672.0,6,False,True,Email,0,0.0,0,0.0,False
4.0,0.0,14,3,5,2023,False,262,59,2,1,5.0,792.0,6,False,True,Analytics,0,0.3,0,0.0,True
169.0,20.0,0,6,7,2026,True,75,59,3,2,5.0,675.0,6,False,False,Productivity,0,12.9,3,356.4,True
167.0,1.0,7,4,5,2023,False,38,49,3,1,5.0,1847.0,6,True,False,Web App,0,4.5,2649,0.0,True
268.0,15.0,7,2,7,2026,True,38,31,3,3,1854.0,12223.0,9,True,False,Design Tools,0,0.0,4,4.3,True
78.0,18.0,10,4,5,2023,False,238,48,3,1,5.0,10.0,1,False,True,Chrome Extensions,0,0.8,0,232.0,True
9.0,4.0,7,5,7,2023,False,207,35,3,1,5.0,609.0,5,True,False,Developer Tools,0,0.0,17,2.4,True
96.0,0.0,7,0,3,2023,False,63,25,3,1,619.0,837.0,11,False,False,Analytics,0,0.0,189,2.0,True
3.0,0.0,12,5,1,2023,False,245,58,3,1,29.0,506.0,3,True,True,Productivity,0,0.0,0,0.0,False
372.0,17.0,7,6,5,2026,False,450,44,3,2,64636.0,13014.0,6,True,False,Android,0,0.0,1,337.5,True
46.0,22.0,7,3,7,2023,True,171,38,3,1,5.0,857.0,5,False,True,Productivity,0,0.0,0,195.6,True
230.0,16.0,7,0,5,2026,True,67,44,3,3,5.0,450.0,8,False,False,Other,27,0.0,13,204.8,True
329.0,29.0,7,0,6,2026,False,61,41,3,3,2134.0,26329.0,5,True,False,Artificial Intelligence,8,0.0,25,439.9,True
73.0,2.0,7,1,3,2023,True,199,55,5,3,81288.0,115.0,6,False,False,Hiring,0,0.0,528,211.52272727272728,False
311.0,4.0,7,6,7,2023,True,376,51,3,7,1458.0,6319.0,6,True,False,API,0,0.0,21,3.4,True
161.0,37.0,7,6,7,2026,False,37,36,3,1,5.0,8449.0,7,False,False,Productivity,0,0.0,26,2.6,True
1.0,2.0,12,3,1,2023,False,171,46,2,0,5.0,1888.0,1,False,True,Other,0,0.0,2429,205.4,True
209.0,23.0,7,1,7,2026,True,49,48,3,3,57928.0,6009.0,4,True,False,Email,1,0.7,0,0.0,True
2.0,0.0,15,3,4,2023,False,265,25,3,0,771.0,2812.0,2,False,True,Other,0,0.0,13,1.3,True
2.0,0.0,23,5,5,2023,False,112,58,2,1,1390.0,2544.0,2,False,True,SaaS,0,0.0,0,0.0,False
188.0,150.0,7,4,10,2026,True,61,60,3,1,3149.0,10.0,8,True,False,Open Source,0,0.8,0,2.7,True
1038.0,25.0,7,4,5,2023,True,47,34,3,17,62098.0,2398.0,3,False,False,Other,0,0.0,620,204.7,True
153.0,5.0,7,3,5,2026,True,73,60,3,1,1340.0,2869.0,7,True,False,Developer Tools,0,0.0,248,1.5,True
764.0,3.0,7,2,5,2026,False,72,59,3,3,5.0,13277.0,8,True,False,Other,0,0.0,6,326.8,True
160.0,1.0,8,3,5,2023,False,72,59,3,1,5.0,5545.0,4,False,False,Artificial Intelligence,0,0.0,2529,189.9,True
706.0,2.0,7,2,7,2026,False,42,55,3,1,1300.0,38161.0,7,True,False,Other,0,0.7,0,55.1,True
140.0,1.0,7,3,5,2023,False,236,56,3,1,5.0,1220.0,3,False,False,Other,0,0.0,0,4.8,True
339.0,5.0,7,6,7,2026,False,33,58,3,1,801.0,5671.0,8,True,False,Other,0,0.0,2,0.0,True
10.0,2.0,10,6,3,2023,False,206,48,5,0,472.0,975.0,2,False,True,Productivity,0,0.0,0,0.0,True
42.0,0.0,7,3,3,2023,True,68,37,3,1,5.0,2961.0,4,True,True,Social Media,0,0.0,0,231.3,True
18.0,41.0,7,1,7,2023,True,478,53,3,2,5.0,672.0,6,False,True,Productivity,0,0.0,24,4.2,True
24.0,6.0,7,6,7,2026,False,59,59,2,1,196.0,382.0,5,True,False,Other,0,0.0,0,0.0,False
39.0,8.0,7,1,7,2026,False,56,56,3,1,685.0,3145.0,4,True,False,Productivity,1,57.0,1,57.0,False
100.0,72.0,7,4,7,2023,True,57,25,3,1,5.0,453.0,6,True,False,Productivity,0,0.0,16,200.0,True
8.0,2.0,7,4,3,2023,False,252,32,1,1,1590.0,3436.0,3,False,True,Android,0,0.8,0,1.3,True
261.0,93.0,7,2,7,2026,True,315,48,3,3,3003.0,5526.0,9,True,False,Other,6,312.0,8,197.8,True
121.0,48.0,7,3,7,2023,True,167,34,3,1,247.0,3001.0,4,False,False,Fintech,0,0.0,14,2.6,True
1.0,0.0,7,4,5,2023,True,243,45,2,1,900.0,2157.0,3,False,False,Android,0,0.0,0,0.0,True
3.0,0.0,14,6,5,2023,False,231,44,1,0,38.0,1843.0,3,False,False,Health & Fitness,0,0.0,0,0.0,False
302.0,33.0,7,2,7,2026,True,32,48,3,1,5.0,3663.0,7,True,False,Web App,0,1.5,23,1.1,True
243.0,18.0,7,2,6,2026,True,404,47,3,3,5.0,1963.0,4,True,False,SaaS,0,0.0,0,227.9,True
260.0,9.0,0,5,6,2026,True,218,51,3,1,4776.0,12239.0,10,True,False,Design Tools,10,363.7,10,363.7,False
121.0,24.0,8,5,5,2023,True,245,58,3,2,130.0,525.0,7,True,True,Developer Tools,0,0.0,16,0.8,True
7.0,1.0,8,3,1,2023,False,161,53,4,1,189.0,6501.0,5,False,False,Android,0,0.0,0,0.0,False
141.0,22.0,7,4,7,2026,False,61,23,3,1,999.0,177.0,6,False,False,Fintech,0,0.0,0,189.4,True
28.0,0.0,7,3,7,2023,False,144,32,3,1,2962.0,1551.0,2,False,False,Social Media,0,0.0,0,1.4,True
23.0,1.0,23,4,5,2023,False,244,54,3,7,212.0,1196.0,3,False,True,Other,0,0.0,0,1.5,True
120.0,6.0,7,5,6,2026,True,48,48,3,3,1133.0,4402.0,7,False,True,Other,1,111.0,1,111.0,False
95.0,4.0,21,4,7,2023,False,301,56,3,0,5.0,598.0,4,False,True,Other,0,0.0,4,0.0,True
100.0,2.0,7,3,7,2023,False,273,55,3,1,124740.0,2184.0,6,False,False,Other,0,0.0,2475,0.0,True
16.0,2.0,16,4,7,2023,False,227,36,3,4,308200.0,6600.0,4,True,False,Hiring,0,0.0,2037,198.8777614138439,False
15.0,0.0,4,5,5,2023,False,198,43,3,1,1148.0,2453.0,3,False,True,Education,0,0.7,0,0.0,True
158.0,66.0,7,1,5,2026,True,258,56,3,3,5.0,943.0,8,False,False,Productivity,0,0.0,12,188.1,True
1.0,0.0,12,3,3,2023,False,269,38,2,1,5.0,1802.0,3,False,True,Design Tools,0,0.0,9,1.6,True
167.0,4.0,7,0,5,2026,False,42,31,3,1,1099.0,1954.0,4,False,False,Other,0,0.0,0,0.4,True
510.0,84.0,7,4,7,2026,True,67,37,3,1,8.0,10.0,8,False,True,Productivity,0,0.0,0,0.7,True
78.0,0.0,23,4,7,2023,False,238,47,1,5,5.0,1930.0,4,False,False,Marketing,0,0.0,0,0.0,True
172.0,18.0,0,4,6,2026,True,264,57,3,1,151.0,1187.0,1,False,False,Web App,0,0.0,0,0.0,False
444.0,8.0,10,5,5,2023,False,67,46,3,2,2856.0,209.0,10,False,False,Writing,0,0.0,434,2.0,True
149.0,4.0,7,4,5,2026,False,209,17,3,1,5.0,941.0,8,True,False,Other,0,0.0,0,2.0,True
207.0,23.0,7,2,6,2026,True,27,28,3,2,109.0,25006.0,5,False,False,Open Source,0,0.0,19,4.7,True
4.0,0.0,13,0,3,2023,False,174,50,3,1,295.0,144.0,1,False,True,Artificial Intelligence,0,0.0,0,0.0,False
11.0,0.0,7,4,5,2023,False,216,28,3,1,5.0,5675.0,4,False,True,Other,0,0.0,2,0.0,True
24.0,0.0,18,6,7,2023,False,229,44,3,1,5.0,1130.0,1,True,True,Other,0,0.0,0,1.4,True
355.0,67.0,1,0,5,2026,True,55,56,3,1,4296.0,11203.0,6,True,False,Productivity,1,0.0,467,204.6,True
16.0,0.0,14,4,3,2023,False,243,58,1,1,5.0,966.0,1,False,True,Productivity,0,0.0,309,0.0,True
42.0,0.0,7,3,5,2023,True,342,36,3,1,1918.0,1484.0,6,True,False,SaaS,0,0.0,7,0.3,True
239.0,119.0,7,6,5,2026,True,231,59,3,1,178042.0,2187.0,6,True,False,Design Tools,12,1.5,35,355.9,True
74.0,5.0,7,1,3,2023,True,250,54,3,1,617.0,1211.0,3,False,True,Artificial Intelligence,0,0.0,0,0.0,False
14.0,5.0,0,6,5,2026,False,452,59,3,1,8856.0,23912.0,5,True,False,Other,40,343.875,40,343.875,False
468.0,43.0,7,2,6,2026,True,60,55,3,3,4433.0,1089.0,6,True,False,Other,0,1.4,16,351.7,True
140.0,83.0,7,3,11,2023,True,44,53,3,1,5.0,251.0,4,False,False,Writing,0,0.0,0,212.1,True
223.0,54.0,7,2,7,2026,True,34,34,3,3,1928.0,4263.0,8,True,True,Other,1,150.0,1,150.0,False
14.0,1.0,7,4,5,2023,False,268,45,1,0,4418.0,24889.0,3,False,True,Developer Tools,0,1.5,244,4.6,True
126.0,10.0,7,6,5,2023,True,250,22,2,0,1325.0,11529.0,6,True,False,Other,9,185.66666666666663,0,0.0,False
129.0,31.0,7,6,5,2026,True,444,54,3,1,164.0,723.0,6,True,False,SaaS,0,0.0,0,0.0,True
215.0,32.0,7,4,5,2026,True,412,37,3,1,5.0,2333.0,6,True,False,Other,31,0.0,0,1.1,True
14.0,0.0,12,3,7,2023,True,144,46,2,4,1575.0,1912.0,2,True,True,Other,0,0.0,0,0.0,True
1.0,33.0,7,4,5,2026,True,76,54,3,1,3455.0,964.0,8,False,False,iOS,0,0.0,3059,457.0,True
197.0,8.0,7,2,7,2026,True,55,44,3,3,142.0,14277.0,4,True,False,Productivity,3,1.3,0,218.3,True
124.0,13.0,7,1,5,2026,False,258,60,3,3,5.0,131.0,6,True,False,Marketing,0,0.0,1238,205.1,True
15.0,8.0,7,4,5,2023,False,66,34,2,1,3158.0,473.0,5,False,False,Productivity,0,0.0,0,0.8,True
197.0,14.0,7,0,7,2026,True,51,40,2,1,2241.0,1348.0,4,True,False,Education,0,0.0,14,2.3,True
1.0,1.0,13,3,3,2023,True,250,43,5,1,5.0,431.0,0,False,True,Design Tools,0,0.0,0,5.2,True
3.0,1.0,7,1,3,2023,False,237,57,3,0,125.0,380.0,2,True,False,SaaS,0,0.0,0,0.0,False
205.0,34.0,7,1,6,2026,True,59,59,3,1,379.0,991.0,7,False,False,Other,0,0.0,0,0.0,False
2.0,2.0,10,3,3,2023,True,269,26,1,0,5.0,3004.0,3,False,True,Design Tools,0,0.0,0,0.0,True
18.0,0.0,7,5,5,2023,True,201,23,3,1,1925.0,728.0,6,True,True,Design Tools,0,0.0,20,0.1,True
490.0,30.0,7,3,7,2026,True,73,29,3,6,1919.0,10485.0,6,True,False,Developer Tools,0,103.0,0,0.0,True
1.0,0.0,7,4,5,2023,False,267,31,3,5,5.0,2067.0,6,False,True,Marketing,0,0.0,0,201.2,True
88.0,11.0,7,4,7,2023,True,202,33,3,3,191666.0,964.0,4,True,False,SaaS,0,0.0,1260,206.5095238095238,False
17.0,2.0,7,6,5,2023,True,181,19,2,7,5.0,2395.0,8,False,False,Artificial Intelligence,0,1.3,6,214.9,True
16.0,4.0,7,3,5,2023,False,270,43,3,1,1722.0,2647.0,5,False,False,Health & Fitness,0,0.0,827,213.3,True
233.0,1.0,1,2,7,2026,True,61,35,3,1,5.0,1506.0,4,True,False,Other,0,0.0,459,2.5,True
8.0,1.0,13,6,3,2023,True,254,46,2,0,66500.0,1383.0,4,False,True,Other,0,0.3,0,2.6,True
120.0,2.0,7,4,7,2023,False,242,39,3,3,5.0,1098.0,4,False,False,Design Tools,9,0.6,19,1.2,True
110.0,20.0,17,4,7,2026,False,60,34,3,1,1626.0,3026.0,6,True,False,Other,0,0.0,0,196.7,True
74.0,13.0,8,6,5,2023,True,260,42,3,1,35.0,759.0,5,False,True,Productivity,0,0.0,0,0.0,False
316.0,94.0,10,5,7,2023,True,263,54,3,1,5.0,858.0,5,False,False,Productivity,0,0.0,12,0.0,True
159.0,41.0,7,4,7,2023,False,60,39,1,4,5.0,819.0,4,False,False,Analytics,0,0.0,14,220.5,True
8.0,0.0,4,4,3,2023,False,179,28,4,1,5844.0,2127.0,3,False,True,Design Tools,0,0.3,24,4.2,True
3.0,1.0,16,4,5,2023,False,198,60,4,1,256.0,583.0,4,False,True,Android,0,0.0,0,0.0,False
14.0,2.0,7,5,7,2023,False,143,42,3,3,5.0,2468.0,4,False,True,Health & Fitness,0,0.0,1250,0.0,True
268.0,9.0,7,2,7,2026,True,40,29,3,1,5.0,4827.0,8,False,False,Productivity,0,0.0,0,0.0,True
3.0,11.0,5,4,9,2023,False,252,37,5,0,2476.0,264.0,2,False,False,Hiring,0,1.9,0,2.6,True
629.0,18.0,7,2,7,2026,True,67,56,3,2,2855.0,1766.0,7,True,False,Mac,1,0.0,508,169.9,True
163.0,5.0,22,2,3,2025,True,151,53,3,1,125.0,1786.0,2,True,False,Productivity,0,0.0,0,0.0,False
13.0,0.0,7,6,5,2023,False,252,43,3,4,5.0,1297.0,4,False,True,Other,0,0.0,1293,0.0,True
1.0,5.0,15,3,5,2023,True,251,17,1,1,4165.0,1436.0,1,False,True,SaaS,0,0.0,8,0.0,True
