votesCount,commentsCount,launch_hour,weekday,month,year,is_featured,description_length,tagline_length,topic_count,maker_count,maker_total_followers,hunter_followers_count,media_count,has_video,self_launched,primary_topic,hunter_prev_launches,hunter_prev_avg_votes,maker_prev_launches,maker_prev_avg_votes,is_synthetic,SUCCESS,total_social_reach,log_social_reach,log_maker_followers,log_hunter_followers,log_description_length,log_tagline_length,log_media_count,sin_hour,cos_hour,is_weekend,launch_window,has_video_int,media_x_video,self_launched_int,log_hunter_prev_launches,log_hunter_prev_avg_votes,log_maker_prev_launches,log_maker_prev_avg_votes,primary_topic_grouped
156.0,7.0,7,1,10,2026,True,37,49,1,2,5.0,1241.0,6,False,False,Other,0,0.0,0,217.9,True,1,1246.0,7.1284959456800365,1.791759469228055,7.124478262493424,3.6375861597263857,3.912023005428146,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,5.388615004528817,Other
111.0,10.0,0,2,6,2026,True,219,60,3,1,559.0,3454.0,5,False,False,Mac,0,0.0,0,0.0,False,1,4013.0,8.297543529356284,6.327936783729195,8.14757773620177,5.393627546352362,4.110873864173311,1.791759469228055,0.0,1.0,0,late_night,0,0,0,0.0,0.0,0.0,0.0,Mac
172.0,70.0,7,2,5,2026,True,361,29,3,2,4795.0,20237.0,4,True,False,Other,1,212.2,22,1.2,True,1,25032.0,10.127950233416236,8.475537516147405,9.915317304289704,5.8916442118257715,3.4011973816621555,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,1,4,0,0.6931471805599453,5.362230692291689,3.1354942159291497,0.7884573603642702,Other
293.0,26.0,7,2,7,2026,True,252,32,3,3,778.0,2872.0,4,True,False,Design Tools,0,0.0,4,433.6,True,1,3650.0,8.202756381655638,6.658011045870748,7.96311205897929,5.53338948872752,3.4965075614664802,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,1,4,0,0.0,0.0,1.6094379124341003,6.074426067822329,Design Tools
14.0,54.0,7,4,3,2023,True,237,37,5,1,5.0,4405.0,3,False,True,Design Tools,0,0.0,0,2.4,True,0,4410.0,8.39185670010494,1.791759469228055,8.39072252736229,5.472270673671475,3.6375861597263857,1.3862943611198906,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,1.2237754316221157,Design Tools
379.0,73.0,7,4,7,2026,True,58,52,3,1,19771.0,6017.0,7,True,False,Mac,0,0.0,0,0.9,True,1,25788.0,10.157703323404748,9.89202207442685,8.70251025718999,4.07753744390572,3.970291913552122,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,1,7,0,0.0,0.0,0.0,0.6418538861723948,Mac
276.0,21.0,7,0,7,2026,True,63,31,3,1,1800.0,837.0,8,True,False,API,1,0.0,25,391.7,True,1,2637.0,7.87777633327726,7.496097345175956,6.731018100482083,4.1588830833596715,3.4657359027997265,2.1972245773362196,0.9659258262890683,-0.25881904510252063,0,morning,1,8,0,0.6931471805599453,0.0,3.258096538021482,5.9730459615839635,API
17.0,2.0,9,3,3,2023,False,262,55,4,1,5319.0,2061.0,1,False,True,Fintech,0,0.0,0,0.0,True,0,7380.0,8.906664409770052,8.57922858233569,7.631431664576906,5.572154032177765,4.02535169073515,0.6931471805599453,0.7071067811865476,-0.7071067811865475,0,morning,0,0,1,0.0,0.0,0.0,0.0,Other
518.0,80.0,16,0,6,2026,True,468,26,3,1,3362.0,9389.0,6,True,False,Open Source,9,239.44444444444449,9,239.44444444444449,False,1,12751.0,9.453443401029997,8.12058871174027,9.147400572202308,6.150602768446279,3.295836866004329,1.9459101490553132,-0.8660254037844384,-0.5000000000000004,0,afternoon,1,6,0,2.302585092994046,5.482489062630153,2.302585092994046,5.482489062630153,Open Source
2.0,1.0,2,3,1,2023,False,257,60,3,1,176.0,1629.0,10,False,True,Marketing,0,0.0,0,0.0,False,0,1805.0,7.498869733976931,5.176149732573829,7.396335293800808,5.552959584921617,4.110873864173311,2.3978952727983707,0.49999999999999994,0.8660254037844387,0,late_night,0,0,1,0.0,0.0,0.0,0.0,Marketing
81.0,29.0,7,1,7,2026,True,47,39,3,2,2762.0,1915.0,5,True,False,Other,0,74.2,22,250.0,True,0,4677.0,8.450625947144124,7.924072324923417,7.557994958530806,3.871201010907891,3.6888794541139363,1.791759469228055,0.9659258262890683,-0.25881904510252063,0,morning,1,5,0,0.0,4.320151230955794,3.1354942159291497,5.5254529391317835,Other
6.0,1.0,7,6,5,2023,False,224,60,3,1,1007.0,3554.0,2,False,True,Other,0,0.0,0,0.0,False,0,4561.0,8.425516402844334,6.915723448631314,8.176110342237342,5.41610040220442,4.110873864173311,1.0986122886681098,0.9659258262890683,-0.25881904510252063,1,morning,0,0,1,0.0,0.0,0.0,0.0,Other
233.0,93.0,7,1,7,2026,True,55,34,3,2,50220.0,992.0,6,False,False,Productivity,0,0.0,17,384.1,True,1,51212.0,10.843748685048862,10.824188544898831,6.900730664045173,4.02535169073515,3.5553480614894135,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,2.8903717578961645,5.953503040820864,Productivity
280.0,0.0,7,1,5,2023,True,387,30,3,2,5.0,875.0,4,False,True,Design Tools,0,0.0,5,1.1,True,1,880.0,6.78105762593618,1.791759469228055,6.775366090936392,5.961005339623274,3.4339872044851463,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,1.791759469228055,0.7419373447293773,Design Tools
96.0,1.0,13,5,5,2023,False,364,49,3,1,14966.0,3268.0,6,False,False,Other,0,0.0,3,0.0,True,0,18234.0,9.81109810324278,9.613603056529147,8.092239406724211,5.8998973535824915,3.912023005428146,1.9459101490553132,-0.2588190451025208,-0.9659258262890683,1,afternoon,0,0,0,0.0,0.0,1.3862943611198906,0.0,Other
39.0,27.0,7,4,7,2026,True,38,46,3,1,5.0,2131.0,6,True,False,Productivity,0,0.0,0,57.5,True,0,2136.0,7.667158255319148,1.791759469228055,7.664815785285735,3.6635616461296463,3.8501476017100584,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.0,0.0,4.069026754237811,Productivity
100.0,33.0,7,5,7,2023,True,214,53,3,1,5.0,5817.0,4,True,False,Design Tools,0,0.0,32,2.4,True,0,5822.0,8.66957087183712,1.791759469228055,8.668711839055147,5.3706380281276624,3.9889840465642745,1.6094379124341003,0.9659258262890683,-0.25881904510252063,1,morning,1,4,0,0.0,0.0,3.4965075614664802,1.2237754316221157,Design Tools
19.0,1.0,23,4,7,2023,False,279,29,3,1,1500.0,293.0,4,False,True,Open Source,0,0.0,0,0.0,True,0,1793.0,7.492203042618741,7.313886831633462,5.683579767338681,5.634789603169249,3.4011973816621555,1.6094379124341003,-0.25881904510252157,0.9659258262890681,0,evening,0,0,1,0.0,0.0,0.0,0.0,Open Source
107.0,4.0,7,3,5,2023,False,76,28,3,1,5.0,905.0,4,False,True,Writing,0,0.0,0,0.0,True,1,910.0,6.814542897259958,1.791759469228055,6.80903930604298,4.343805421853684,3.367295829986474,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.0,Other
80.0,18.0,7,1,5,2024,True,243,54,3,1,5.0,10.0,1,True,False,Web App,0,0.0,0,0.0,True,0,15.0,2.772588722239781,1.791759469228055,2.3978952727983707,5.497168225293202,4.007333185232471,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,1,1,0,0.0,0.0,0.0,0.0,Web App
349.0,13.0,15,3,7,2023,True,243,57,3,8,34810.0,738.0,6,True,False,Hiring,0,0.0,0,4.3,True,1,35548.0,10.47866730544053,10.457688707770052,6.6052979209482015,5.497168225293202,4.060443010546419,1.9459101490553132,-0.7071067811865471,-0.7071067811865479,0,afternoon,1,6,0,0.0,0.0,0.0,1.667706820558076,Other
3.0,0.0,7,3,7,2023,False,171,39,3,1,2244.0,582.0,4,False,True,Artificial Intelligence,0,0.0,0,0.0,True,0,2826.0,7.946971357693591,7.716460800176355,6.368187186350492,5.147494476813453,3.6888794541139363,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.0,Artificial Intelligence
13.0,0.0,22,1,1,2023,False,234,59,3,1,821.0,3446.0,3,False,True,Developer Tools,0,0.0,18,0.0,True,0,4267.0,8.358900612421644,6.71174039505618,8.145259566516865,5.459585514144159,4.0943445622221,1.3862943611198906,-0.5000000000000004,0.8660254037844384,0,evening,0,0,1,0.0,0.0,2.9444389791664403,0.0,Developer Tools
8.0,0.0,7,3,3,2023,False,252,46,1,1,211691.0,578.0,3,True,True,Marketing,0,0.0,0,3.2,True,0,212269.0,12.26561432823849,12.262887667084406,6.361302477572996,5.53338948872752,3.8501476017100584,1.3862943611198906,0.9659258262890683,-0.25881904510252063,0,morning,1,3,1,0.0,0.0,0.0,1.4350845252893227,Marketing
87.0,0.0,13,4,3,2023,True,401,47,3,1,5.0,1902.0,13,False,True,Other,0,0.0,0,0.0,True,0,1907.0,7.553810852008231,1.791759469228055,7.551186867296149,5.996452088619021,3.871201010907891,2.6390573296152584,-0.2588190451025208,-0.9659258262890683,0,afternoon,0,0,1,0.0,0.0,0.0,0.0,Other
165.0,29.0,7,5,11,2023,True,53,56,3,3,605.0,2962.0,7,False,False,Other,0,0.0,27,0.0,True,1,3567.0,8.1797604936999,6.406879986069314,7.993957547573565,3.9889840465642745,4.04305126783455,2.0794415416798357,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.0,0.0,3.332204510175204,0.0,Other
21.0,1.0,9,6,7,2023,False,257,28,1,1,5.0,1216.0,3,False,True,Marketing,0,0.0,0,190.6,True,0,1221.0,7.108244139731541,1.791759469228055,7.104144092987527,5.552959584921617,3.367295829986474,1.3862943611198906,0.7071067811865476,-0.7071067811865475,1,morning,0,0,1,0.0,0.0,0.0,5.25540986553676,Marketing
150.0,57.0,7,4,5,2026,True,69,54,2,1,5.0,10282.0,4,False,False,Other,0,0.0,0,0.0,True,1,10287.0,9.2387334464774,1.791759469228055,9.23824732522919,4.248495242049359,4.007333185232471,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,0.0,Other
164.0,0.0,7,1,3,2026,False,63,21,3,1,5.0,1613.0,3,False,True,Design Tools,0,0.0,156,0.4,True,1,1618.0,7.389563953677635,1.791759469228055,7.3864708488298945,4.1588830833596715,3.091042453358316,1.3862943611198906,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,5.056245805348308,0.33647223662121295,Design Tools
131.0,123.0,17,4,7,2026,True,252,55,1,2,3211.0,2283.0,6,False,False,Other,0,0.0,586,1.2,True,1,5494.0,8.611593866837723,8.074649075066652,7.7336835707759,5.53338948872752,4.02535169073515,1.9459101490553132,-0.9659258262890683,-0.25881904510252063,0,afternoon,0,0,0,0.0,0.0,6.375024819828097,0.7884573603642702,Other
104.0,6.0,7,6,7,2023,True,202,57,3,1,5.0,546.0,0,True,False,Other,0,0.0,0,4.4,True,0,551.0,6.313548046277095,1.791759469228055,6.304448802421981,5.313205979041787,4.060443010546419,0.0,0.9659258262890683,-0.25881904510252063,1,morning,1,0,0,0.0,0.0,0.0,1.6863989535702288,Other
3.0,1.0,5,5,5,2023,False,215,59,3,1,657.0,161.0,6,True,True,Other,0,0.0,0,0.0,False,0,818.0,6.70808408385307,6.489204931325317,5.087596335232384,5.375278407684165,4.0943445622221,1.9459101490553132,0.9659258262890683,0.25881904510252074,1,late_night,1,6,1,0.0,0.0,0.0,0.0,Other
68.0,37.0,19,4,5,2023,True,345,28,3,1,4099.0,1930.0,7,True,False,Open Source,0,0.0,11,184.3,True,0,6029.0,8.704502289721232,8.318742252692399,7.565793282428515,5.846438775057725,3.367295829986474,2.0794415416798357,-0.9659258262890684,0.2588190451025203,0,evening,1,7,0,0.0,0.0,2.4849066497880004,5.221976133291314,Open Source
185.0,2.0,7,2,7,2026,False,58,50,3,1,5.0,3956.0,8,True,False,Other,0,0.0,0,0.0,True,1,3961.0,8.284504227258497,1.791759469228055,8.283241441385425,4.07753744390572,3.9318256327243257,2.1972245773362196,0.9659258262890683,-0.25881904510252063,0,morning,1,8,0,0.0,0.0,0.0,0.0,Other
193.0,64.0,7,6,7,2026,True,56,58,3,1,2821.0,3929.0,6,True,False,Productivity,0,0.0,0,347.4,True,1,6750.0,8.81744592104187,7.945201132412759,8.276394704863307,4.04305126783455,4.07753744390572,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,1,6,0,0.0,0.0,0.0,5.853351244978348,Productivity
17.0,5.0,22,6,7,2023,False,276,58,2,1,1354.0,2691.0,6,True,True,Other,0,0.0,6,0.0,True,0,4045.0,8.305484017727691,7.2115567333138015,7.898039690764619,5.6240175061873385,4.07753744390572,1.9459101490553132,-0.5000000000000004,0.8660254037844384,1,evening,1,6,1,0.0,0.0,1.9459101490553132,0.0,Other
210.0,32.0,7,2,7,2026,True,50,40,3,1,1035.0,4118.0,6,True,False,Productivity,0,0.1,4,329.4,True,1,5153.0,8.54752839121231,6.943122422819428,8.323365694436081,3.9318256327243257,3.713572066704308,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.09531017980432487,1.6094379124341003,5.800304041646823,Productivity
37.0,7.0,7,5,5,2023,False,220,55,3,6,316740.0,10158.0,5,False,False,Other,1,185.0,2100,188.54761904761904,False,0,326898.0,12.697406533668161,12.665839684204338,9.226115291091546,5.3981627015177525,4.02535169073515,1.791759469228055,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.6931471805599453,5.225746673713202,7.650168700845001,5.24464028080521,Other
9.0,0.0,7,1,5,2026,False,237,43,3,1,736.0,2954.0,2,True,False,Design Tools,0,0.0,0,0.0,True,0,3690.0,8.213652703029998,6.602587892189336,7.991253929840199,5.472270673671475,3.784189633918261,1.0986122886681098,0.9659258262890683,-0.25881904510252063,0,morning,1,2,0,0.0,0.0,0.0,0.0,Design Tools
217.0,42.0,7,4,6,2026,False,60,47,3,4,1691.0,850.0,6,True,False,Design Tools,0,0.0,17,0.0,True,1,2541.0,7.8407064517494,7.433666540166168,6.7464121285733745,4.110873864173311,3.871201010907891,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.0,2.8903717578961645,0.0,Design Tools
82.0,15.0,6,4,7,2026,True,230,51,3,1,5.0,4289.0,6,False,False,Analytics,0,1.8,8,218.2,True,0,4294.0,8.365206834418355,1.791759469228055,8.364042011922063,5.442417710521793,3.9512437185814275,1.9459101490553132,1.0,6.123233995736766e-17,0,morning,0,0,0,0.0,1.0296194171811583,2.1972245773362196,5.389984555073861,Other
31.0,14.0,7,6,7,2026,True,50,50,3,2,1958.0,5767.0,6,False,False,Productivity,1,131.0,1,131.0,False,0,7725.0,8.952346543226227,7.580189417944541,8.660080678964786,3.9318256327243257,3.9318256327243257,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.6931471805599453,4.882801922586371,0.6931471805599453,4.882801922586371,Productivity
17.0,15.0,7,6,7,2026,False,50,50,3,3,460.0,698.0,8,True,False,Other,0,0.0,0,0.0,False,0,1158.0,7.055312843339752,6.133398042996649,6.54965074223381,3.9318256327243257,3.9318256327243257,2.1972245773362196,0.9659258262890683,-0.25881904510252063,1,morning,1,8,0,0.0,0.0,0.0,0.0,Other
11.0,1.0,18,5,7,2023,False,217,40,2,1,5.0,2212.0,3,False,False,Marketing,0,0.0,856,2.3,True,0,2217.0,7.704361167910313,1.791759469228055,7.70210434005105,5.384495062789089,3.713572066704308,1.3862943611198906,-1.0,-1.8369701987210297e-16,1,evening,0,0,0,0.0,0.0,6.75343791859778,1.1939224684724346,Marketing
80.0,14.0,7,3,5,2023,True,170,48,3,1,5.0,687.0,6,False,False,Fintech,0,0.6,0,0.0,True,0,692.0,6.541029999189903,1.791759469228055,6.5337888379333435,5.14166355650266,3.8918202981106265,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.4700036292457355,0.0,0.0,Other
265.0,1.0,7,1,5,2023,False,488,60,3,1,5.0,939.0,8,True,False,Productivity,0,0.0,0,187.7,True,1,944.0,6.851184927493743,1.791759469228055,6.84587987526405,6.192362489474872,4.110873864173311,2.1972245773362196,0.9659258262890683,-0.25881904510252063,0,morning,1,8,0,0.0,0.0,0.0,5.240158452374504,Productivity
123.0,0.0,7,4,6,2023,False,60,58,2,1,3714.0,594.0,3,False,True,Marketing,0,0.0,0,0.0,True,1,4308.0,8.368461137615839,8.220133957151859,6.38856140554563,4.110873864173311,4.07753744390572,1.3862943611198906,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.0,Marketing
115.0,61.0,7,4,10,2026,True,31,33,3,1,130119.0,4382.0,6,True,False,Other,22,0.0,2,207.2,True,1,134501.0,11.80933434780195,11.776212380587287,8.38548870041881,3.4657359027997265,3.5263605246161616,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,3.1354942159291497,0.0,1.0986122886681098,5.338499156180869,Other
71.0,5.0,7,4,5,2023,False,28,45,3,1,4093.0,1932.0,4,True,False,Artificial Intelligence,0,0.0,352,0.0,True,0,6025.0,8.703838719690246,8.317277766221235,7.566828479208331,3.367295829986474,3.828641396489095,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,1,4,0,0.0,0.0,5.8664680569332965,0.0,Artificial Intelligence
212.0,34.0,7,3,9,2026,True,73,49,3,1,5.0,5165.0,6,True,False,Productivity,0,0.0,3,2.6,True,1,5170.0,8.550821372396221,1.791759469228055,8.549853973655786,4.30406509320417,3.912023005428146,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.0,1.3862943611198906,1.2809338454620642,Productivity
95.0,1.0,7,4,7,2023,False,237,13,3,1,174.0,873.0,4,False,False,Other,0,0.0,340,1.2,True,0,1047.0,6.954638864880987,5.1647859739235145,6.773080375655535,5.472270673671475,2.6390573296152584,1.6094379124341003,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,5.831882477283517,0.7884573603642702,Other
15.0,0.0,9,4,5,2023,False,263,22,3,1,5.0,1837.0,1,False,False,Other,0,0.0,0,207.7,True,0,1842.0,7.519149957669823,1.791759469228055,7.516433302915632,5.575949103146316,3.1354942159291497,0.6931471805599453,0.7071067811865476,-0.7071067811865475,0,morning,0,0,0,0.0,0.0,0.0,5.340897814083155,Other
523.0,3.0,7,3,5,2023,False,225,16,1,0,5.0,843.0,1,True,True,Android,0,0.0,2369,2.7,True,1,848.0,6.744059186311348,1.791759469228055,6.738152494595957,5.420534999272286,2.833213344056216,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,1,1,1,0.0,0.0,7.7706452341291765,1.308332819650179,Android
68.0,2.0,13,0,3,2023,True,158,40,2,0,79.0,4495.0,2,False,False,Other,0,0.0,0,0.0,False,0,4574.0,8.428361977709622,4.382026634673881,8.410943391573527,5.0689042022202315,3.713572066704308,1.0986122886681098,-0.2588190451025208,-0.9659258262890683,0,afternoon,0,0,0,0.0,0.0,0.0,0.0,Other
2.0,0.0,8,4,5,2023,False,244,47,1,0,369.0,128.0,4,False,False,Other,0,0.0,0,0.0,False,0,497.0,6.210600077024653,5.91350300563827,4.859812404361672,5.501258210544727,3.871201010907891,1.6094379124341003,0.8660254037844387,-0.49999999999999983,0,morning,0,0,0,0.0,0.0,0.0,0.0,Other
137.0,0.0,7,4,7,2023,False,270,44,3,1,5.0,942.0,3,False,True,Other,0,0.0,0,0.0,True,1,947.0,6.854354502255021,1.791759469228055,6.849066282633458,5.602118820879701,3.8066624897703196,1.3862943611198906,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.0,Other
258.0,0.0,7,6,7,2026,True,61,23,3,1,362.0,3054.0,6,False,True,iOS,0,0.0,0,0.0,True,1,3416.0,8.136518252115291,5.8944028342648505,8.024534871605695,4.127134385045092,3.1780538303479458,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,0,0,1,0.0,0.0,0.0,0.0,Other
163.0,17.0,0,0,6,2026,True,246,58,3,1,306.0,910.0,9,False,False,Productivity,0,0.0,0,0.0,False,1,1216.0,7.104144092987527,5.726847747587197,6.814542897259958,5.5093883366279774,4.07753744390572,2.302585092994046,0.0,1.0,0,late_night,0,0,0,0.0,0.0,0.0,0.0,Productivity
4.0,0.0,10,5,3,2023,False,250,29,2,1,5.0,2906.0,3,False,True,Other,0,0.6,5,0.8,True,0,2911.0,7.976595409316577,1.791759469228055,7.9748769005588755,5.5254529391317835,3.4011973816621555,1.3862943611198906,0.49999999999999994,-0.8660254037844387,1,morning,0,0,1,0.0,0.4700036292457355,1.791759469228055,0.5877866649021191,Other
176.0,35.0,7,2,6,2026,False,53,57,3,1,5.0,7997.0,7,True,False,SaaS,0,193.6,9,0.0,True,1,8002.0,8.987571750367046,1.791759469228055,8.986946789406764,3.9889840465642745,4.060443010546419,2.0794415416798357,0.9659258262890683,-0.25881904510252063,0,morning,1,7,0,0.0,5.270946169751904,2.302585092994046,0.0,SaaS
3.0,0.0,8,4,3,2023,False,210,37,3,3,1633.0,10.0,2,False,True,SaaS,2,0.0,0,1.2,True,0,1643.0,7.404887575616125,7.3987862754199485,2.3978952727983707,5.351858133476067,3.6375861597263857,1.0986122886681098,0.8660254037844387,-0.49999999999999983,0,morning,0,0,1,1.0986122886681098,0.0,0.0,0.7884573603642702,SaaS
178.0,0.0,7,4,9,2023,True,47,57,3,1,5.0,1652.0,5,False,True,Health & Fitness,0,0.0,27,0.0,True,1,1657.0,7.4133673356952405,1.791759469228055,7.410347097821024,3.871201010907891,4.060443010546419,1.791759469228055,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,3.332204510175204,0.0,Health & Fitness
6.0,3.0,7,6,3,2023,False,356,36,3,1,669.0,4901.0,6,False,False,Other,0,0.0,0,5.0,True,0,5570.0,8.625329850020815,6.507277712385012,8.497398564088058,5.877735781779639,3.6109179126442243,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,0,0,0,0.0,0.0,0.0,1.791759469228055,Other
14.0,1.0,0,6,6,2026,False,448,39,3,1,529.0,195.0,7,True,False,Fintech,0,0.0,0,0.0,False,0,724.0,6.586171654854675,6.272877006546167,5.278114659230517,6.1070228877422545,3.6888794541139363,2.0794415416798357,0.0,1.0,1,late_night,1,7,0,0.0,0.0,0.0,0.0,Other
138.0,144.0,7,6,5,2026,True,50,35,3,1,5.0,6532.0,6,True,False,Open Source,0,0.0,8,1.0,True,1,6537.0,8.785386587284156,1.791759469228055,8.78462153484075,3.9318256327243257,3.58351893845611,1.9459101490553132,0.9659258262890683,-0.25881904510252063,1,morning,1,6,0,0.0,0.0,2.1972245773362196,0.6931471805599453,Open Source
452.0,219.0,7,4,5,2023,True,61,34,1,7,357116.0,193.0,6,False,False,Artificial Intelligence,0,0.0,2370,191.6075949367089,False,1,357309.0,12.786359031305272,12.78581873816211,5.267858159063328,4.127134385045092,3.5553480614894135,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,7.771067086065406,5.26065493231815,Artificial Intelligence
94.0,7.0,0,2,5,2026,False,173,56,3,1,569.0,2270.0,3,True,False,Social Media,0,0.0,0,0.0,False,0,2839.0,7.951559331155252,6.345636360828596,7.7279755421055585,5.159055299214529,4.04305126783455,1.3862943611198906,0.0,1.0,0,late_night,1,3,0,0.0,0.0,0.0,0.0,Other
27.0,0.0,8,3,7,2023,True,172,46,1,1,5.0,519.0,0,False,True,Mac,0,0.0,0,0.0,True,0,524.0,6.263398262591624,1.791759469228055,6.253828811575473,5.153291594497779,3.8501476017100584,0.0,0.8660254037844387,-0.49999999999999983,0,morning,0,0,1,0.0,0.0,0.0,0.0,Mac
9.0,4.0,20,3,3,2023,False,250,57,4,1,5.0,3596.0,0,False,True,Other,0,0.0,0,0.1,True,0,3601.0,8.189244525735901,1.791759469228055,8.187855443695623,5.5254529391317835,4.060443010546419,0.0,-0.8660254037844386,0.5000000000000001,0,evening,0,0,1,0.0,0.0,0.0,0.09531017980432487,Other
24.0,3.0,1,4,9,2024,True,69,58,3,1,5.0,35.0,8,False,True,Marketing,0,0.0,0,0.0,True,0,40.0,3.713572066704308,1.791759469228055,3.58351893845611,4.248495242049359,4.07753744390572,2.1972245773362196,0.25881904510252074,0.9659258262890683,0,late_night,0,0,1,0.0,0.0,0.0,0.0,Marketing
2.0,3.0,3,5,1,2023,False,183,56,4,1,297.0,5101.0,4,True,True,Chrome Extensions,0,0.0,0,0.0,False,0,5398.0,8.593969030218288,5.697093486505405,8.537387898701757,5.214935757608986,4.04305126783455,1.6094379124341003,0.7071067811865475,0.7071067811865476,1,late_night,1,4,1,0.0,0.0,0.0,0.0,Chrome Extensions
5.0,5.0,23,5,5,2023,True,275,44,3,1,5.0,1118.0,1,False,False,Other,0,0.0,0,0.0,True,0,1123.0,7.024649030453636,1.791759469228055,7.020190708311925,5.62040086571715,3.8066624897703196,0.6931471805599453,-0.25881904510252157,0.9659258262890681,1,evening,0,0,0,0.0,0.0,0.0,0.0,Other
167.0,31.0,7,0,7,2026,True,48,48,3,3,1325.0,919.0,6,False,False,API,0,0.0,0,0.0,False,1,2244.0,7.716460800176355,7.189922170745808,6.824373670043086,3.8918202981106265,3.8918202981106265,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,0.0,0.0,API
9.0,0.0,7,4,5,2026,True,245,49,3,1,5.0,765.0,1,False,False,Web App,0,0.0,16,0.0,True,0,770.0,6.647688373563329,1.791759469228055,6.641182169740591,5.5053315359323625,3.912023005428146,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,0,0,0,0.0,0.0,2.833213344056216,0.0,Web App
136.0,91.0,7,0,7,2026,True,249,43,4,1,5.0,3888.0,6,True,False,Marketing,0,0.0,1169,0.0,True,1,3893.0,8.267192185932146,1.791759469228055,8.265907334155747,5.521460917862246,3.784189633918261,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.0,7.064759027791802,0.0,Marketing
7.0,0.0,8,4,1,2023,False,145,26,4,1,619.0,2270.0,4,False,True,Android,0,0.0,0,0.0,False,0,2889.0,7.969011781106478,6.429719478039138,7.7279755421055585,4.983606621708336,3.295836866004329,1.6094379124341003,0.8660254037844387,-0.49999999999999983,0,morning,0,0,1,0.0,0.0,0.0,0.0,Android
80.0,0.0,7,1,3,2023,True,101,46,1,1,513.0,3471.0,1,False,True,Developer Tools,0,0.0,0,0.0,False,0,3984.0,8.290292591224315,6.2422232654551655,8.15248607578024,4.624972813284271,3.8501476017100584,0.6931471805599453,0.9659258262890683,-0.25881904510252063,0,morning,0,0,1,0.0,0.0,0.0,0.0,Developer Tools
1.0,0.0,11,5,7,2023,False,228,36,3,1,1539.0,2113.0,2,True,True,Other,0,1.9,20,183.8,True,0,3652.0,8.203304026795282,7.3395376954076745,7.656337166430183,5.43372200355424,3.6109179126442243,1.0986122886681098,0.258819045102521,-0.9659258262890682,1,morning,1,2,1,0.0,1.0647107369924282,3.044522437723423,5.2192741592075835,Other
262.0,49.0,7,0,5,2023,False,447,60,3,3,32420.0,4878.0,6,True,False,Productivity,0,0.0,31,244.1,True,1,37298.0,10.526721795621047,10.386561639971275,8.492695559815838,6.104793232414985,4.110873864173311,1.9459101490553132,0.9659258262890683,-0.25881904510252063,0,morning,1,6,0,0.0,0.0,3.4657359027997265,5.501666290534067,Productivity
